rule,activation_rate,global_rate,dominance
"HERB MARKER PARSLEY, HERB MARKER ROSEMARY → HERB MARKER MINT",0.018622847,2.0891776,0.008913961
"HERB MARKER PARSLEY, HERB MARKER ROSEMARY → HERB MARKER THYME",0.019664306,2.206013,0.0089139575
"HERB MARKER PARSLEY, HERB MARKER ROSEMARY → HERB MARKER BASIL",0.018505203,2.0759833,0.008913945
"HERB MARKER PARSLEY, HERB MARKER THYME → HERB MARKER ROSEMARY",0.01957918,2.2153971,0.008837774
"HERB MARKER PARSLEY, HERB MARKER THYME → HERB MARKER MINT",0.018524315,2.096039,0.008837772
"HERB MARKER PARSLEY, HERB MARKER THYME → HERB MARKER BASIL",0.018505203,2.0938797,0.008837759
"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER BASIL",0.018474221,2.143971,0.008616825
"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER MINT",0.01820431,2.1126482,0.008616821
"HERB MARKER ROSEMARY, HERB MARKER THYME → HERB MARKER PARSLEY",0.019187931,2.2268016,0.008616812
SMALL DOLLY MIX DESIGN ORANGE BOWL → SMALL CHOCOLATES PINK BOWL,0.0,1e-06,0.0
SET OF 12 FAIRY CAKE BAKING CASES → SET OF 6 SNACK LOAF BAKING CASES,0.0,1e-06,0.0
PINK VINTAGE PAISLEY PICNIC BAG → SCANDINAVIAN PAISLEY PICNIC BAG,0.0,1e-06,0.0
SET OF 3 WOODEN HEART DECORATIONS → SET OF 3 WOODEN STOCKING DECORATION,0.0,1e-06,0.0
SET OF 6 SNACK LOAF BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES,0.0,1e-06,0.0
SET OF 3 WOODEN STOCKING DECORATION → SET OF 3 WOODEN HEART DECORATIONS,0.0,1e-06,0.0
"DOTCOM POSTAGE, SKULL SHOULDER BAG → SUKI  SHOULDER BAG",0.0,0.007871183,0.0
WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
FELTCRAFT PRINCESS CHARLOTTE DOLL → FELTCRAFT PRINCESS LOLA DOLL,0.0,1e-06,0.0
WOODEN HEART CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
BLUE STRIPE CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → BLUE STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WHITE SPOT RED CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → WHITE SPOT RED CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN HEART CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
FELTCRAFT PRINCESS LOLA DOLL → FELTCRAFT PRINCESS CHARLOTTE DOLL,0.0,1e-06,0.0
SCANDINAVIAN PAISLEY PICNIC BAG → PINK VINTAGE PAISLEY PICNIC BAG,0.0,1e-06,0.0
SMALL DOLLY MIX DESIGN ORANGE BOWL → SMALL MARSHMALLOWS PINK BOWL,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → RED SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WHITE SPOT BLUE CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
SMALL CHOCOLATES PINK BOWL → SMALL DOLLY MIX DESIGN ORANGE BOWL,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
WHITE SPOT RED CERAMIC DRAWER KNOB → RED SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED SPOT CERAMIC DRAWER KNOB → WHITE SPOT RED CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED SPOT CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → RED SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
BLUE STRIPE CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED SPOT CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
SET OF 6 TEA TIME BAKING CASES → SET OF 12 MINI LOAF BAKING CASES,0.0,1e-06,0.0
SET OF 12 MINI LOAF BAKING CASES → SET OF 6 TEA TIME BAKING CASES,0.0,1e-06,0.0
SET OF 3 WOODEN HEART DECORATIONS → SET OF 3 WOODEN SLEIGH DECORATIONS,0.0,1e-06,0.0
SET OF 3 WOODEN SLEIGH DECORATIONS → SET OF 3 WOODEN HEART DECORATIONS,0.0,1e-06,0.0
SMALL MARSHMALLOWS PINK BOWL → SMALL DOLLY MIX DESIGN ORANGE BOWL,0.0,1e-06,0.0
WOODEN HEART CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
SMALL HEART MEASURING SPOONS → LARGE HEART MEASURING SPOONS,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → BLUE STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
FELTCRAFT CUSHION RABBIT → FELTCRAFT CUSHION OWL,0.0,1e-06,0.0
CHRISTMAS CRAFT WHITE FAIRY  → CHRISTMAS CRAFT TREE TOP ANGEL,0.0,1e-06,0.0
CHRISTMAS CRAFT TREE TOP ANGEL → CHRISTMAS CRAFT WHITE FAIRY ,0.0,1e-06,0.0
SUKI  SHOULDER BAG → SKULL SHOULDER BAG,0.0,1e-06,0.0
SKULL SHOULDER BAG → SUKI  SHOULDER BAG,0.0,1e-06,0.0
SKULL LUNCH BOX WITH CUTLERY  → STRAWBERRY LUNCH BOX WITH CUTLERY,0.0,1e-06,0.0
STRAWBERRY LUNCH BOX WITH CUTLERY → SKULL LUNCH BOX WITH CUTLERY ,0.0,1e-06,0.0
CHRISTMAS CRAFT TREE TOP ANGEL → CHRISTMAS CRAFT LITTLE FRIENDS,0.0,1e-06,0.0
CHRISTMAS CRAFT LITTLE FRIENDS → CHRISTMAS CRAFT TREE TOP ANGEL,0.0,1e-06,0.0
TOILET METAL SIGN → BATHROOM METAL SIGN,0.0,1e-06,0.0
BATHROOM METAL SIGN → TOILET METAL SIGN,0.0,1e-06,0.0
"JUMBO BAG RED RETROSPOT, ROSES REGENCY TEACUP AND SAUCER  → DOTCOM POSTAGE",0.0,1e-06,0.0
KITCHEN METAL SIGN → BATHROOM METAL SIGN,0.0,1e-06,0.0
BATHROOM METAL SIGN → KITCHEN METAL SIGN,0.0,1e-06,0.0
SET OF 60 VINTAGE LEAF CAKE CASES  → SET OF 60 PANTRY DESIGN CAKE CASES ,0.0,1e-06,0.0
SET OF 60 PANTRY DESIGN CAKE CASES  → SET OF 60 VINTAGE LEAF CAKE CASES ,0.0,1e-06,0.0
FELTCRAFT CUSHION OWL → FELTCRAFT CUSHION RABBIT,0.0,1e-06,0.0
VINTAGE PAISLEY STATIONERY SET → FLORAL FOLK STATIONERY SET,0.0,1e-06,0.0
MODERN FLORAL STATIONERY SET → FLORAL FOLK STATIONERY SET,0.0,1e-06,0.0
FLORAL FOLK STATIONERY SET → VINTAGE PAISLEY STATIONERY SET,0.0,1e-06,0.0
FLORAL FOLK STATIONERY SET → MODERN FLORAL STATIONERY SET,0.0,1e-06,0.0
SET OF 12 MINI LOAF BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES,0.0,1e-06,0.0
SET OF 12 FAIRY CAKE BAKING CASES → SET OF 12 MINI LOAF BAKING CASES,0.0,1e-06,0.0
SET OF 12 FAIRY CAKE BAKING CASES → SET OF 6 TEA TIME BAKING CASES,0.0,1e-06,0.0
SET OF 6 TEA TIME BAKING CASES → SET OF 12 FAIRY CAKE BAKING CASES,0.0,1e-06,0.0
BLUE SPOT CERAMIC DRAWER KNOB → RED STRIPE CERAMIC DRAWER KNOB,0.0,1e-06,0.0
RED STRIPE CERAMIC DRAWER KNOB → BLUE SPOT CERAMIC DRAWER KNOB,0.0,1e-06,0.0
BEADED CRYSTAL HEART PINK ON STICK → DOTCOM POSTAGE,0.0,1e-06,0.0
LARGE HEART MEASURING SPOONS → SMALL HEART MEASURING SPOONS,0.0,1e-06,0.0
SET OF 3 WOODEN HEART DECORATIONS → SET OF 3 WOODEN TREE DECORATIONS,0.0,1e-06,0.0
"RECYCLING BAG RETROSPOT , SUKI  SHOULDER BAG → DOTCOM POSTAGE",0.0,1e-06,0.0
VINTAGE PAISLEY STATIONERY SET → MODERN FLORAL STATIONERY SET,0.0,1e-06,0.0
MODERN FLORAL STATIONERY SET → VINTAGE PAISLEY STATIONERY SET,0.0,1e-06,0.0
CHRISTMAS CRAFT WHITE FAIRY  → CHRISTMAS CRAFT LITTLE FRIENDS,0.0,1e-06,0.0
CHRISTMAS CRAFT LITTLE FRIENDS → CHRISTMAS CRAFT WHITE FAIRY ,0.0,1e-06,0.0
SET OF 3 WOODEN TREE DECORATIONS → SET OF 3 WOODEN HEART DECORATIONS,0.0,1e-06,0.0
BLUE HAPPY BIRTHDAY BUNTING → PINK HAPPY BIRTHDAY BUNTING,0.0,1e-06,0.0
SET OF 6 SNACK LOAF BAKING CASES → SET OF 12 MINI LOAF BAKING CASES,0.0,1e-06,0.0
"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER MINT",0.0,2.0950153,0.0
HERB MARKER MINT → HERB MARKER CHIVES ,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER PARSLEY,0.0,1e-06,0.0
"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER MINT",0.0,2.0337584,0.0
HERB MARKER ROSEMARY → HERB MARKER BASIL,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER ROSEMARY,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER BASIL,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER ROSEMARY,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER BASIL,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER BASIL,0.0,1e-06,0.0
HERB MARKER BASIL → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER MINT → HERB MARKER THYME,0.0,1e-06,0.0
"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE PINK",0.0,1e-06,0.0
REGENCY SUGAR BOWL GREEN → REGENCY MILK JUG PINK ,0.0,1e-06,0.0
REGENCY MILK JUG PINK  → REGENCY SUGAR BOWL GREEN,0.0,1e-06,0.0
HERB MARKER CHIVES  → HERB MARKER MINT,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER CHIVES ,0.0,1e-06,0.0
SET OF 12 MINI LOAF BAKING CASES → SET OF 6 SNACK LOAF BAKING CASES,0.0,1e-06,0.0
HERB MARKER CHIVES  → HERB MARKER ROSEMARY,0.0,1e-06,0.0
"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER PARSLEY",0.0,2.1980247,0.0
"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER ROSEMARY",0.0,2.1753495,0.0
"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER THYME",0.0,2.1904361,0.0
"HERB MARKER MINT, HERB MARKER ROSEMARY → HERB MARKER THYME",0.0,2.1969302,0.0
"HERB MARKER MINT, HERB MARKER ROSEMARY → HERB MARKER PARSLEY",0.0,2.1929939,0.0
"HERB MARKER BASIL, HERB MARKER THYME → HERB MARKER PARSLEY",0.0,2.1354544,0.0
HERB MARKER CHIVES  → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER CHIVES ,0.0,1e-06,0.0
HERB MARKER ROSEMARY → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER ROSEMARY,0.0,1e-06,0.0
"HERB MARKER BASIL, HERB MARKER ROSEMARY → HERB MARKER PARSLEY",0.0,2.1409569,0.0
HERB MARKER PARSLEY → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER CHIVES  → HERB MARKER THYME,0.0,1e-06,0.0
HERB MARKER THYME → HERB MARKER CHIVES ,0.0,1e-06,0.0
"HERB MARKER MINT, HERB MARKER ROSEMARY → HERB MARKER BASIL",0.0,2.1323795,0.0
HERB MARKER ROSEMARY → HERB MARKER PARSLEY,0.0,1e-06,0.0
HERB MARKER PARSLEY → HERB MARKER ROSEMARY,0.0,1e-06,0.0
"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER BASIL",0.0,2.0911937,0.0
"REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE GREEN ",0.0,1e-06,0.0
REGENCY TEA PLATE PINK → REGENCY TEA PLATE GREEN ,0.0,1e-06,0.0
REGENCY TEA PLATE GREEN  → REGENCY TEA PLATE PINK,0.0,1e-06,0.0
JAM JAR WITH GREEN LID → JAM JAR WITH PINK LID,0.0,1e-06,0.0
REGENCY TEAPOT ROSES  → REGENCY SUGAR BOWL GREEN,0.0,1e-06,0.0
"SET/20 RED RETROSPOT PAPER NAPKINS , SET/6 RED SPOTTY PAPER CUPS → SET/6 RED SPOTTY PAPER PLATES",0.0,1e-06,0.0
"SET/20 RED RETROSPOT PAPER NAPKINS , SET/6 RED SPOTTY PAPER PLATES → SET/6 RED SPOTTY PAPER CUPS",0.0,1e-06,0.0
REGENCY TEAPOT ROSES  → REGENCY MILK JUG PINK ,0.0,1e-06,0.0
REGENCY MILK JUG PINK  → REGENCY TEAPOT ROSES ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE BEDROOM  → POPPY'S PLAYHOUSE KITCHEN,0.0,1e-06,0.0
POPPY'S PLAYHOUSE KITCHEN → POPPY'S PLAYHOUSE BEDROOM ,0.0,1e-06,0.0
SMALL MARSHMALLOWS PINK BOWL → SMALL CHOCOLATES PINK BOWL,0.0,1e-06,0.0
SMALL CHOCOLATES PINK BOWL → SMALL MARSHMALLOWS PINK BOWL,0.0,1e-06,0.0
SET/6 RED SPOTTY PAPER PLATES → SET/6 RED SPOTTY PAPER CUPS,0.0,1e-06,0.0
SET/6 RED SPOTTY PAPER CUPS → SET/6 RED SPOTTY PAPER PLATES,0.0,1e-06,0.0
"HERB MARKER MINT, HERB MARKER THYME → HERB MARKER ROSEMARY",0.0,2.2041018,0.0
PINK HAPPY BIRTHDAY BUNTING → BLUE HAPPY BIRTHDAY BUNTING,0.0,1e-06,0.0
"KEY FOB , BACK DOOR  → KEY FOB , SHED",0.0,1e-06,0.0
"KEY FOB , SHED → KEY FOB , BACK DOOR ",0.0,1e-06,0.0
WOODEN TREE CHRISTMAS SCANDINAVIAN → WOODEN STAR CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
WOODEN STAR CHRISTMAS SCANDINAVIAN → WOODEN TREE CHRISTMAS SCANDINAVIAN,0.0,1e-06,0.0
FELTCRAFT CUSHION RABBIT → FELTCRAFT CUSHION BUTTERFLY,0.0,1e-06,0.0
FELTCRAFT CUSHION BUTTERFLY → FELTCRAFT CUSHION RABBIT,0.0,1e-06,0.0
REGENCY SUGAR BOWL GREEN → REGENCY TEAPOT ROSES ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE KITCHEN → POPPY'S PLAYHOUSE LIVINGROOM ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE KITCHEN,0.0,1e-06,0.0
SET OF 3 WOODEN STOCKING DECORATION → SET OF 3 WOODEN SLEIGH DECORATIONS,0.0,1e-06,0.0
JAM JAR WITH PINK LID → JAM JAR WITH GREEN LID,0.0,1e-06,0.0
SET OF 3 WOODEN TREE DECORATIONS → SET OF 3 WOODEN STOCKING DECORATION,0.0,1e-06,0.0
SET OF 3 WOODEN STOCKING DECORATION → SET OF 3 WOODEN TREE DECORATIONS,0.0,1e-06,0.0
"POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE KITCHEN → POPPY'S PLAYHOUSE LIVINGROOM ",0.0,1e-06,0.0
SET OF 3 WOODEN TREE DECORATIONS → SET OF 3 WOODEN SLEIGH DECORATIONS,0.0,1e-06,0.0
SET OF 3 WOODEN SLEIGH DECORATIONS → SET OF 3 WOODEN TREE DECORATIONS,0.0,1e-06,0.0
"REGENCY TEA PLATE GREEN , REGENCY TEA PLATE PINK → REGENCY TEA PLATE ROSES ",0.0,1e-06,0.0
SET OF 3 WOODEN SLEIGH DECORATIONS → SET OF 3 WOODEN STOCKING DECORATION,0.0,1e-06,0.0
REGENCY TEA PLATE PINK → REGENCY TEA PLATE ROSES ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE BEDROOM ,0.0,1e-06,0.0
REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE PINK,0.0,1e-06,0.0
"POPPY'S PLAYHOUSE KITCHEN, POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE BEDROOM ",0.0,1e-06,0.0
"POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE LIVINGROOM  → POPPY'S PLAYHOUSE KITCHEN",0.0,1e-06,0.0
CHILDRENS CUTLERY POLKADOT PINK → CHILDRENS CUTLERY POLKADOT BLUE,0.0,1e-06,0.0
CHILDRENS CUTLERY POLKADOT BLUE → CHILDRENS CUTLERY POLKADOT PINK,0.0,1e-06,0.0
REGENCY TEA PLATE GREEN  → REGENCY TEA PLATE ROSES ,0.0,1e-06,0.0
REGENCY TEA PLATE ROSES  → REGENCY TEA PLATE GREEN ,0.0,1e-06,0.0
POPPY'S PLAYHOUSE BEDROOM  → POPPY'S PLAYHOUSE LIVINGROOM ,0.0,1e-06,0.0
"JUMBO BAG WOODLAND ANIMALS, RECYCLING BAG RETROSPOT  → DOTCOM POSTAGE",0.0,1e-06,0.0
